path,isim_ae,iou_ae,isim_pose,iou_pose,isim_car_and_pose,iou_car_and_pose,isim_car_and_pose_and_background,iou_car_and_pose_and_background
santa-clara-square-rooftop/IMG_2602.JPEG,0.66685325,0.4106735000835608,0.74679923,0.6388999955573326,0.5621796,0.0,0.5442793,0.0
avana-sunnyvale/IMG_1317.JPEG,0.7088918,0.5002094874540292,0.718351,0.0,0.5234771,0.0,0.68941396,0.0
avana-sunnyvale/IMG_1075.JPEG,0.6756151,0.35462664763106344,0.5687121,0.0,0.54640234,0.0,0.5766238,0.0
avana-sunnyvale/IMG_0879.JPEG,0.71312094,0.3656586722280153,0.7619863,0.0,0.5695873,0.0,0.60663885,0.0
avana-sunnyvale/IMG_0924.JPEG,0.6646947,0.26199644549763035,0.5984235,0.8299410819496519,0.5501767,0.0,0.57022536,0.0
avana-sunnyvale/IMG_1073.JPEG,0.66818863,0.368769202964034,0.5881193,0.0,0.55832654,0.0,0.5784607,0.0
santa-clara-square-rooftop/IMG_2524.JPEG,0.69051135,0.44137980186729386,0.78014934,0.8649674092810584,0.48554274,0.0,0.59626627,0.0
avana-sunnyvale/IMG_1101.JPEG,0.70849437,0.5488745640917256,0.6180784,0.9015745985553189,0.5413183,0.0,0.6948068,0.0
avana-sunnyvale/IMG_0807.JPEG,0.6263347,0.46231826063758835,0.7006991,0.0,0.5247348,0.0,0.5515191,0.0
santa-clara-square-rooftop/IMG_2495.JPEG,0.66427046,0.48479820147735786,0.7249584,0.6496118560338744,0.5659832,0.0,0.5629652,0.0
avana-sunnyvale/IMG_1269.JPEG,0.67794484,0.3447018172510878,0.5739228,0.0,0.5471835,0.0,0.57645655,0.0
santa-clara-square-rooftop/IMG_2577.JPEG,0.66404766,0.4420700600838907,0.633333,0.0,0.54785526,0.0,0.56670755,0.0
avana-sunnyvale/IMG_1037.JPEG,0.6993306,0.4479638009049774,0.7607626,0.0,0.53890264,0.0,0.64619374,0.0
avana-sunnyvale/IMG_0504.JPEG,0.63633174,0.29447886397280554,0.70376664,0.7305991154000804,0.53420335,0.0,0.54827523,0.46022764227642277
santa-clara-square-rooftop/IMG_2435.JPEG,0.6532677,0.452598361756412,0.5848017,0.0,0.5250857,0.0,0.5549853,0.0
avana-sunnyvale/IMG_0884.JPEG,0.69300497,0.44237730834440725,0.7533546,0.0,0.48297983,0.0,0.6778941,0.0
santa-clara-square-rooftop/IMG_2608.JPEG,0.7107253,0.43718073461444906,0.59692115,0.0,0.56021523,0.0,0.59113693,0.0
avana-sunnyvale/IMG_0728.JPEG,0.6905918,0.44786060279870826,0.780579,0.8687258687258688,0.5290248,0.0,0.5981162,0.0
avana-sunnyvale/IMG_0552.JPEG,0.7045059,0.5755990085375929,0.72646624,0.8264433174529994,0.5401301,0.0,0.5791603,0.3870011853022521
